id,name,attype,locate,生命,物理,法术,团队,操作,金币价格,钻石价格,生命值,魔法值,物理攻击,法术强度,物理防御,魔法抗性,暴击,攻击速度,攻击范围,移动速度,背景,,,,,,,,,,,,,,,,,,,,,,
11,美猴王,近战,物理,6,9,0,6,7,1200,24,585+81,0+0,56+3.25,0+0,15+3.1,30+1.25,0.0+0,0.66+0.035,1.10+0,307,永恒之地的召唤师们热衷于召唤异界的传奇英雄。 但这些战斗经验丰富的英雄很容易摆脱召唤契约，大闹竞技场。 有一位年轻召唤师就曾想召唤某个古老的英雄——一只古老的石猴，据说它挥舞着一根巨大的棒子，差点摧毁了自己所在世界的天堂。 然而召唤仪式出了点错。于是一名拥有神猴血脉的少女被召唤到了永恒之地。 孙小美，这个少女拥有不逊于其石猴祖先的力量，她一降世就开始疯狂破坏召唤师的实验室。 迫不得已，召唤师们合力将孙小美放逐到了南方的森林中。那里的森林才能让狂暴的少女平静下来。但一旦战事需要，召唤师依然需要她的力量。,,,,,,,,,,,,,,,,,,,,,,
10,萨菲罗斯,近战,防御,10,3,2,6,4,6000,45,590+85,335+42,55+3.2,0+0,15+3.3,30+1.25,0.0+0,0.63+0.03,3.49+0,303+0,世界上有很多关于魔王的故事，这些魔王千奇百怪各式各样，有的聪明有的愚蠢，有的勇敢有的怯懦，有的不堪入目，而有些却拥有华丽的外表，毫无疑问，我最爱的伟大的世界独一无二的萨菲罗斯大魔王属于帅到爆表的那种，我的房间里到处都是他的海报和手办，桌面上全是他的精美插画，音响里重复轰鸣着的旋律名为：《片翼天使》，硬盘里塞满以他为主角的GV......呃，拼错了，是CG动画。等等......怎么了？嗯——你问我是谁？我是谁很重要吗？好吧，既然你诚心诚意的发问了，我就告诉你：为了爱与正义，为了宇宙的和平，一生都在为穿越二次元做准备的宅男，宇智波苍井空就是我！因为心中满怀着对萨殿的爱，我获得了一个机会：通过300制作组独有的现实虚拟化技术，进入永恒之地，作为萨菲罗斯的思念体，召唤萨殿降临。所以，曾经，我是谁已经不重要了，现在，我灵魂丶肉体丶和名字都叫：萨菲罗斯,,,,,,,,,,,,,,,,,,,,,,
9,桐人,近战,物理,7,9,0,5,7,6000,45,573+83,0+0,53+3.5,0+0,15+3.5,30+0.0,0.0+0,0.65+0.033,1.30+0,308+0,其实在《300英雄》封测的那一天，桐人已经登场过了，并成功打败了当初称霸永恒之地的所有英雄。最终使制作组决定推翻原有的MMORPG世界，并把游戏重塑为MOBA世界。 明日奈被GM绑架入永恒之地后，桐人一无反顾地闯入了永恒之地；桐人利用当初封测的经验在永恒之地大展身手。 为了把明日奈从召唤师手中救出来，桐人的目标是打倒游戏的最终GM，并成功夺取游戏的控制权。,,,,,,,,,,,,,,,,,,,,,,
8,结城明日奈,近战,物理,5,8,0,8,6,3800,40,563+83,0+0,53+3.5,0+0,15+3.5,30+1.25,0.0+0,0.69+0.035,1.30+0,308+0,对亚斯娜这种白富美来说，找一款极有挑战性的游戏来玩玩是个不错的选择，所以她下载了《300英雄》。 我知道你喜欢她，所以……在她的客户端中添加了一些特殊的代码，通过这些代码，我将她进行了可逆转的虚拟化，现在你可以在《300英雄》中拥有她了，当然……我可没有调教她的能力，可以拥有是一码事，想让她服从你，这得看你的本事了。 顺便告诉你：使用亚斯娜胜利1万场，逆转虚拟化就会启动，那个爱玩游戏的白富美就会出现在你面前哦。,,,,,,,,,,,,,,,,,,,,,,
7,桂木桂马,远程,法系,3,1,8,9,6,6000,45,564+77,354+50,47+3.0,0+0,14+3.0,30+0.0,0.0+0,0.63+0.03,5.00+0,308+0,为了能够在世界上所有值得期待的二次元美女心甘情愿地加入300英雄，制作组制订了一个“神之攻略”计划，旨在挑选一位对女性拥有巨大吸引力的人，让他通过动之以情，晓之以理的方式，去说服那些对异世界抱有恐惧感的二次元美女加入永恒之地……最终，一名高中生以无可匹敌的巨大优势击败了其他竞争对手，成为了制作组的最佳人选，他的名字叫：桂木桂马。,,,,,,,,,,,,,,,,,,,,,,
6,黑岩射手,远程,物理,6,10,0,5,6,6000,45,545（+77）,289（+37）,48（+3.0）,0.0（+0）,13（+3.0）,30（+0.0）,0.0（+0）,0.68（+0.032）,5.00（+0）,296（+0）,黑衣麻陶最近迷恋上了《300英雄》，但却苦于没有一个能使得顺手的英雄，内心深处对于游戏的痴迷传递给了另一个世界的黑岩射手，黑岩射手破碎了原来的世界来到了永恒之地，这样她们又可以在一起战斗了。 黑岩射手内心一直存在着困惑，自己是由何而生？为何而战？ 在永恒之地中，黑岩射手，默默地望着对面的敌人和自己身边的伙伴，眼中的蓝色火焰不知不觉地燃烧起来了，心中莫名的悸动使她的嘴角渐渐上扬起来，原来这才是她所追求的。,,,,,,,,,,,,,,,,,,,,,,
5,楪祈,远程,物理,5,7,4,5,6,6000,45,564(+81),278(+40),46(+3.3),0(+0),15(+3),30(+0),0(+0),0.69(+0.033),5.30(+0),294(+0),在樱满集的频繁性骚扰下，隐藏在楪祈内心深处的真名终于到达了她忍耐的临界点，在与樱满集相见的信念下，终于战胜了楪祈，觉醒后的真名却发现了樱满集的背叛，樱满集的日常无良行为引起了真名的醋意，决心彻底净化这个世界，于是引发了失落的圣诞事件。结局楪祈成功的抑制了真名的暴走，但楪祈的歌声却打破了时空传递到了永恒之地，为了防止真名再次苏醒带来的灾难，楪祈决意告别樱满集来到永恒之地寻求新生。,,,,,,,,,,,,,,,,,,,,,,
4,黑,近战,物理,6,8,0,7,4,6000,45,555(+78),286(+36),54(+3.5),0(+0),15(+3.0),30(+0.0),0(+0),0.67(+0.032),1.30(+0),295(+0),面具下肆流的泪水，理性与血的记忆被不断的侵蚀着；不在绝望，不再像以往一样去感受，在相互缠绕的胸膛间，想获得的只有这行尸走肉的身躯。用着被玷污的指尖，渗入黑夜，即使粉身碎骨，也要把你唤醒。在梦中，被剥落的情感在吱吱作响，如果能抹去所有的一切，太阳将会升起；闭上你的眼睛，坠落、坠落，只在黑暗中咆哮！,,,,,,,,,,,,,,,,,,,,,,
3,Saber,近战,防御,7,4,5,5,7,1200,24,570（+84）,285（+45）,56（+3.5）,0（+0）,18（+3.5）,30（+1.25）,0.0（+0）,0.66（+0.3）,1.30（+0）,294（+0）,那是一个王的时代。 在预言之日，一位叫做阿尔托莉雅的少女拔起了象征着称为王的石中剑。那一刻，她放弃了人的身份，立誓为王。 没有人类感情的王无法治理人。带着这份不安，曾经忠诚的骑士陆续离开王城。她望着她们远去的背影，只是轻叹。 她在最后一场战斗中杀死了自己的亲人，伤痕却没有被治愈。这是人称骑士王的她，人生的最后一刻。 或许她的灵魂仍在战场之上。在那破晓前，在蓝色的天空下，她任凭微风吹着身体，只是朝远方眺望。天空很高，云流动得很快。在澄澈的空气中，她手上握着剑，看着应该迎击的大军。,,,,,,,,,,,,,,,,,,,,,,
2,博丽灵梦,远程,法系,3,3,9,6,9,未开放购买,未开放购买,540(+75),380(+55),47(+3),0(+0),12(+3),33(+0),0(+0),0.69(+0.035),4.80(+0),298(+0),博丽神社的塞钱箱上贴着张招聘启事：“永恒之地近来妖怪横行，为了维护竞技场的平衡，现招聘一名春度值不能太低的巫女来进行妖怪退治工作，酬金10W”；灵梦低头思索着，春度值是什么，估计和灵力值差不多吧，我肯定能合格。 签完就业合同后，灵梦突然发现合同附款上写着，永恒之地禁止高中飞行、禁止携带僚机、禁止无节操；灵梦一脸抽搐着想着“看来春度值太高了也不好哎；不管怎么说，终于轮到我出番了。”,,,,,,,,,,,,,,,,,,,,,,
